order_id,products_json,customer_type,budget_tier
synth_ord_0364,"[""prod-42"", ""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0365,"[""prod-36"", ""prod-35"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0366,"[""prod-48"", ""prod-47""]",mobile_professional,mid-range
synth_ord_0367,"[""prod-43""]",mobile_professional,mid-range
synth_ord_0368,"[""prod-18"", ""prod-35"", ""prod-38"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0369,"[""prod-42""]",student_budget,budget
synth_ord_0370,"[""prod-43""]",executive_premium,premium
synth_ord_0371,"[""prod-23"", ""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0372,"[""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0373,"[""prod-16"", ""prod-26"", ""prod-14"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0374,"[""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0375,"[""prod-40"", ""prod-42""]",executive_premium,premium
synth_ord_0376,"[""prod-50"", ""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0377,"[""prod-36"", ""prod-19""]",fitness_pro,mid-range
synth_ord_0378,"[""prod-38"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0379,"[""prod-30"", ""prod-22"", ""prod-13""]",fitness_pro,mid-range
synth_ord_0380,"[""prod-15"", ""prod-16""]",mobile_professional,mid-range
synth_ord_0381,"[""prod-15"", ""prod-16"", ""prod-26""]",mobile_professional,mid-range
synth_ord_0382,"[""prod-26"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0383,"[""prod-16"", ""prod-14"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0384,"[""prod-1"", ""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0385,"[""prod-41""]",executive_premium,premium
synth_ord_0386,"[""prod-35""]",fitness_pro,mid-range
synth_ord_0387,"[""prod-41""]",student_budget,budget
synth_ord_0388,"[""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0389,"[""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0390,"[""prod-34"", ""prod-13""]",student_budget,budget
synth_ord_0391,"[""prod-8"", ""prod-14"", ""prod-7""]",executive_premium,premium
synth_ord_0392,"[""prod-1"", ""prod-5""]",fitness_pro,mid-range
synth_ord_0393,"[""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0394,"[""prod-1"", ""prod-25""]",audiophile_creator,premium
synth_ord_0395,"[""prod-15"", ""prod-16"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0396,"[""prod-31"", ""prod-5""]",audiophile_creator,premium
synth_ord_0397,"[""prod-35""]",audiophile_creator,premium
synth_ord_0398,"[""prod-23"", ""prod-27"", ""prod-24"", ""prod-47""]",student_budget,budget
synth_ord_0399,"[""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0400,"[""prod-1"", ""prod-3"", ""prod-7""]",executive_premium,premium
synth_ord_0401,"[""prod-41""]",student_budget,budget
synth_ord_0402,"[""prod-15"", ""prod-26"", ""prod-14"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0403,"[""prod-18"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0404,"[""prod-24""]",tech_enthusiast,mid-range
synth_ord_0405,"[""prod-1""]",audiophile_creator,premium
synth_ord_0406,"[""prod-35""]",fitness_pro,mid-range
synth_ord_0407,"[""prod-36"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0408,"[""prod-15"", ""prod-16"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0409,"[""prod-35"", ""prod-38"", ""prod-18"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0410,"[""prod-9"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0411,"[""prod-36"", ""prod-38"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0412,"[""prod-5""]",audiophile_creator,premium
synth_ord_0413,"[""prod-2"", ""prod-7"", ""prod-19""]",tech_enthusiast,mid-range
synth_ord_0414,"[""prod-42"", ""prod-40"", ""prod-43"", ""prod-41""]",mobile_professional,mid-range
synth_ord_0415,"[""prod-2"", ""prod-19""]",fitness_pro,mid-range
synth_ord_0416,"[""prod-23"", ""prod-9"", ""prod-27""]",tech_enthusiast,mid-range
synth_ord_0417,"[""prod-9"", ""prod-27""]",tech_enthusiast,mid-range
synth_ord_0418,"[""prod-29"", ""prod-30"", ""prod-13""]",audiophile_creator,premium
synth_ord_0419,"[""prod-35"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0420,"[""prod-34"", ""prod-13""]",fitness_pro,mid-range
synth_ord_0421,"[""prod-31"", ""prod-9"", ""prod-44""]",executive_premium,premium
synth_ord_0422,"[""prod-25"", ""prod-6""]",audiophile_creator,premium
synth_ord_0423,"[""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0424,"[""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0425,"[""prod-31"", ""prod-27""]",mobile_professional,mid-range
synth_ord_0426,"[""prod-1"", ""prod-7""]",student_budget,budget
synth_ord_0427,"[""prod-47""]",tech_enthusiast,mid-range
synth_ord_0428,"[""prod-16"", ""prod-26"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0429,"[""prod-46"", ""prod-45"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0430,"[""prod-25"", ""prod-6"", ""prod-5""]",mobile_professional,mid-range
synth_ord_0431,"[""prod-18""]",fitness_pro,mid-range
synth_ord_0432,"[""prod-1"", ""prod-5""]",fitness_pro,mid-range
synth_ord_0433,"[""prod-46"", ""prod-41""]",student_budget,budget
synth_ord_0434,"[""prod-46"", ""prod-45"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0435,"[""prod-40"", ""prod-42""]",executive_premium,premium
synth_ord_0436,"[""prod-49""]",audiophile_creator,premium
synth_ord_0437,"[""prod-15""]",mobile_professional,mid-range
synth_ord_0438,"[""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0439,"[""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0440,"[""prod-36"", ""prod-18"", ""prod-35""]",fitness_pro,mid-range
synth_ord_0441,"[""prod-46"", ""prod-41""]",student_budget,budget
synth_ord_0442,"[""prod-34"", ""prod-29""]",audiophile_creator,premium
synth_ord_0443,"[""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0444,"[""prod-46"", ""prod-45""]",executive_premium,premium
synth_ord_0445,"[""prod-40"", ""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0446,"[""prod-40"", ""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0447,"[""prod-15"", ""prod-16""]",fitness_pro,mid-range
synth_ord_0448,"[""prod-27"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0449,"[""prod-1"", ""prod-25"", ""prod-6""]",tech_enthusiast,mid-range
synth_ord_0450,"[""prod-40"", ""prod-43"", ""prod-42""]",executive_premium,premium
synth_ord_0451,"[""prod-44""]",executive_premium,premium
synth_ord_0452,"[""prod-27""]",tech_enthusiast,mid-range
synth_ord_0453,"[""prod-9""]",mobile_professional,mid-range
synth_ord_0454,"[""prod-25"", ""prod-6"", ""prod-5""]",tech_enthusiast,mid-range
synth_ord_0455,"[""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0456,"[""prod-31"", ""prod-9"", ""prod-28"", ""prod-44""]",student_budget,budget
synth_ord_0457,"[""prod-31""]",executive_premium,premium
synth_ord_0458,"[""prod-25""]",audiophile_creator,premium
synth_ord_0459,"[""prod-21"", ""prod-14""]",tech_enthusiast,mid-range
synth_ord_0460,"[""prod-26"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0461,"[""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0462,"[""prod-1"", ""prod-11""]",student_budget,budget
synth_ord_0463,"[""prod-38""]",fitness_pro,mid-range
synth_ord_0464,"[""prod-18"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0465,"[""prod-16"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0466,"[""prod-1"", ""prod-5""]",audiophile_creator,premium
synth_ord_0467,"[""prod-46""]",student_budget,budget
synth_ord_0468,"[""prod-40"", ""prod-41""]",executive_premium,premium
synth_ord_0469,"[""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0470,"[""prod-15"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0471,"[""prod-46"", ""prod-41""]",student_budget,budget
synth_ord_0472,"[""prod-35"", ""prod-37""]",audiophile_creator,premium
synth_ord_0473,"[""prod-9""]",student_budget,budget
synth_ord_0474,"[""prod-40"", ""prod-41""]",executive_premium,premium
synth_ord_0475,"[""prod-26"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0476,"[""prod-14"", ""prod-8""]",audiophile_creator,premium
synth_ord_0477,"[""prod-35"", ""prod-18"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0478,"[""prod-45""]",student_budget,budget
synth_ord_0479,"[""prod-9"", ""prod-37""]",mobile_professional,mid-range
synth_ord_0480,"[""prod-36"", ""prod-18"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0481,"[""prod-46"", ""prod-45"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0482,"[""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0483,"[""prod-15"", ""prod-16"", ""prod-26"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0484,"[""prod-5""]",mobile_professional,mid-range
synth_ord_0485,"[""prod-35""]",fitness_pro,mid-range
synth_ord_0486,"[""prod-41""]",student_budget,budget
synth_ord_0487,"[""prod-9"", ""prod-44""]",mobile_professional,mid-range
synth_ord_0488,"[""prod-1"", ""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0489,"[""prod-15"", ""prod-16"", ""prod-26"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0490,"[""prod-45"", ""prod-50""]",student_budget,budget
synth_ord_0491,"[""prod-42"", ""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0492,"[""prod-23"", ""prod-9"", ""prod-27"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0493,"[""prod-23"", ""prod-9"", ""prod-27""]",tech_enthusiast,mid-range
synth_ord_0494,"[""prod-15""]",mobile_professional,mid-range
synth_ord_0495,"[""prod-26"", ""prod-30""]",executive_premium,premium
synth_ord_0496,"[""prod-14""]",mobile_professional,mid-range
synth_ord_0497,"[""prod-46"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0498,"[""prod-50""]",executive_premium,premium
synth_ord_0499,"[""prod-49""]",audiophile_creator,premium
synth_ord_0500,"[""prod-23"", ""prod-9""]",tech_enthusiast,mid-range
synth_ord_0501,"[""prod-16"", ""prod-26"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0502,"[""prod-27"", ""prod-4""]",executive_premium,premium
synth_ord_0503,"[""prod-23"", ""prod-27"", ""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0504,"[""prod-6""]",fitness_pro,mid-range
synth_ord_0505,"[""prod-16"", ""prod-14""]",executive_premium,premium
synth_ord_0506,"[""prod-16"", ""prod-21""]",audiophile_creator,premium
synth_ord_0507,"[""prod-12"", ""prod-7""]",fitness_pro,mid-range
synth_ord_0508,"[""prod-15""]",tech_enthusiast,mid-range
synth_ord_0509,"[""prod-35"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0510,"[""prod-26""]",mobile_professional,mid-range
synth_ord_0511,"[""prod-1"", ""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0512,"[""prod-1"", ""prod-6""]",audiophile_creator,premium
synth_ord_0513,"[""prod-27"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0514,"[""prod-3""]",student_budget,budget
synth_ord_0515,"[""prod-12"", ""prod-19""]",tech_enthusiast,mid-range
synth_ord_0516,"[""prod-23"", ""prod-9"", ""prod-24"", ""prod-47""]",executive_premium,premium
synth_ord_0517,"[""prod-27""]",mobile_professional,mid-range
synth_ord_0518,"[""prod-37""]",fitness_pro,mid-range
synth_ord_0519,"[""prod-8"", ""prod-7""]",tech_enthusiast,mid-range
synth_ord_0520,"[""prod-42"", ""prod-43""]",executive_premium,premium
synth_ord_0521,"[""prod-35""]",fitness_pro,mid-range
synth_ord_0522,"[""prod-34"", ""prod-35""]",audiophile_creator,premium
synth_ord_0523,"[""prod-46"", ""prod-35""]",student_budget,budget
synth_ord_0524,"[""prod-35"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0525,"[""prod-46"", ""prod-45"", ""prod-50""]",student_budget,budget
synth_ord_0526,"[""prod-40"", ""prod-41""]",executive_premium,premium
synth_ord_0527,"[""prod-23"", ""prod-9"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0528,"[""prod-7""]",fitness_pro,mid-range
synth_ord_0529,"[""prod-23"", ""prod-27"", ""prod-24""]",audiophile_creator,premium
synth_ord_0530,"[""prod-22"", ""prod-13""]",tech_enthusiast,mid-range
synth_ord_0531,"[""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0532,"[""prod-13""]",mobile_professional,mid-range
synth_ord_0533,"[""prod-7""]",mobile_professional,mid-range
synth_ord_0534,"[""prod-42""]",executive_premium,premium
synth_ord_0535,"[""prod-38"", ""prod-18""]",student_budget,budget
synth_ord_0536,"[""prod-15"", ""prod-16"", ""prod-26"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0537,"[""prod-35"", ""prod-38""]",tech_enthusiast,mid-range
synth_ord_0538,"[""prod-11"", ""prod-48""]",tech_enthusiast,mid-range
synth_ord_0539,"[""prod-49"", ""prod-48""]",executive_premium,premium
synth_ord_0540,"[""prod-23"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0541,"[""prod-6""]",audiophile_creator,premium
synth_ord_0542,"[""prod-22""]",audiophile_creator,premium
synth_ord_0543,"[""prod-9"", ""prod-27"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0544,"[""prod-38"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0545,"[""prod-49"", ""prod-48""]",executive_premium,premium
synth_ord_0546,"[""prod-14""]",fitness_pro,mid-range
synth_ord_0547,"[""prod-50"", ""prod-45""]",student_budget,budget
synth_ord_0548,"[""prod-30"", ""prod-22"", ""prod-13""]",student_budget,budget
synth_ord_0549,"[""prod-35"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0550,"[""prod-46"", ""prod-50""]",audiophile_creator,premium
synth_ord_0551,"[""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0552,"[""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0553,"[""prod-46"", ""prod-45""]",student_budget,budget
synth_ord_0554,"[""prod-45"", ""prod-50""]",student_budget,budget
synth_ord_0555,"[""prod-1"", ""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0556,"[""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0557,"[""prod-50""]",student_budget,budget
synth_ord_0558,"[""prod-1"", ""prod-25""]",executive_premium,premium
synth_ord_0559,"[""prod-44""]",fitness_pro,mid-range
synth_ord_0560,"[""prod-36"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0561,"[""prod-40"", ""prod-41""]",executive_premium,premium
synth_ord_0562,"[""prod-25"", ""prod-6"", ""prod-5""]",fitness_pro,mid-range
synth_ord_0563,"[""prod-28"", ""prod-41""]",student_budget,budget
synth_ord_0564,"[""prod-23"", ""prod-9"", ""prod-27"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0565,"[""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0566,"[""prod-15"", ""prod-16""]",executive_premium,premium
synth_ord_0567,"[""prod-46"", ""prod-50""]",student_budget,budget
synth_ord_0568,"[""prod-15"", ""prod-16""]",mobile_professional,mid-range
synth_ord_0569,"[""prod-16"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0570,"[""prod-22""]",fitness_pro,mid-range
synth_ord_0571,"[""prod-19""]",student_budget,budget
synth_ord_0572,"[""prod-15"", ""prod-16""]",mobile_professional,mid-range
synth_ord_0573,"[""prod-2"", ""prod-19""]",tech_enthusiast,mid-range
synth_ord_0574,"[""prod-1"", ""prod-25"", ""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0575,"[""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0576,"[""prod-2"", ""prod-13""]",executive_premium,premium
synth_ord_0577,"[""prod-46"", ""prod-45"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0578,"[""prod-42""]",executive_premium,premium
synth_ord_0579,"[""prod-35"", ""prod-18"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0580,"[""prod-23"", ""prod-9"", ""prod-27""]",tech_enthusiast,mid-range
synth_ord_0581,"[""prod-1"", ""prod-6"", ""prod-5""]",fitness_pro,mid-range
synth_ord_0582,"[""prod-16"", ""prod-14"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0583,"[""prod-1"", ""prod-25""]",audiophile_creator,premium
synth_ord_0584,"[""prod-1"", ""prod-6""]",audiophile_creator,premium
synth_ord_0585,"[""prod-14"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0586,"[""prod-43"", ""prod-42""]",executive_premium,premium
synth_ord_0587,"[""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0588,"[""prod-18"", ""prod-41""]",mobile_professional,mid-range
synth_ord_0589,"[""prod-40"", ""prod-42""]",mobile_professional,mid-range
synth_ord_0590,"[""prod-39"", ""prod-21""]",tech_enthusiast,mid-range
synth_ord_0591,"[""prod-1"", ""prod-6""]",audiophile_creator,premium
synth_ord_0592,"[""prod-49"", ""prod-11"", ""prod-48""]",fitness_pro,mid-range
synth_ord_0593,"[""prod-42"", ""prod-41""]",audiophile_creator,premium
synth_ord_0594,"[""prod-31"", ""prod-12""]",audiophile_creator,premium
synth_ord_0595,"[""prod-46"", ""prod-50"", ""prod-41""]",tech_enthusiast,mid-range
synth_ord_0596,"[""prod-1"", ""prod-25"", ""prod-6""]",audiophile_creator,premium
synth_ord_0597,"[""prod-16"", ""prod-26"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0598,"[""prod-40"", ""prod-42""]",executive_premium,premium
synth_ord_0599,"[""prod-25""]",student_budget,budget
synth_ord_0600,"[""prod-1"", ""prod-8"", ""prod-7"", ""prod-3""]",fitness_pro,mid-range
synth_ord_0601,"[""prod-12""]",mobile_professional,mid-range
synth_ord_0602,"[""prod-12"", ""prod-7""]",fitness_pro,mid-range
synth_ord_0603,"[""prod-47"", ""prod-11"", ""prod-48""]",mobile_professional,mid-range
synth_ord_0604,"[""prod-40"", ""prod-43""]",executive_premium,premium
synth_ord_0605,"[""prod-46"", ""prod-45""]",student_budget,budget
synth_ord_0606,"[""prod-40"", ""prod-41""]",executive_premium,premium
synth_ord_0607,"[""prod-25"", ""prod-20""]",audiophile_creator,premium
synth_ord_0608,"[""prod-43"", ""prod-40"", ""prod-42""]",executive_premium,premium
synth_ord_0609,"[""prod-25"", ""prod-6""]",audiophile_creator,premium
synth_ord_0610,"[""prod-36"", ""prod-18"", ""prod-38"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0611,"[""prod-14""]",audiophile_creator,premium
synth_ord_0612,"[""prod-40"", ""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0613,"[""prod-41""]",executive_premium,premium
synth_ord_0614,"[""prod-25""]",audiophile_creator,premium
synth_ord_0615,"[""prod-36"", ""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0616,"[""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0617,"[""prod-36"", ""prod-38"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0618,"[""prod-46"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0619,"[""prod-16"", ""prod-26"", ""prod-14"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0620,"[""prod-49"", ""prod-48""]",student_budget,budget
synth_ord_0621,"[""prod-8"", ""prod-10""]",executive_premium,premium
synth_ord_0622,"[""prod-16""]",mobile_professional,mid-range
synth_ord_0623,"[""prod-16"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0624,"[""prod-46"", ""prod-50""]",student_budget,budget
synth_ord_0625,"[""prod-18""]",fitness_pro,mid-range
synth_ord_0626,"[""prod-41""]",student_budget,budget
synth_ord_0627,"[""prod-36"", ""prod-35"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0628,"[""prod-23"", ""prod-9"", ""prod-27"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0629,"[""prod-43"", ""prod-42""]",executive_premium,premium
synth_ord_0630,"[""prod-47""]",student_budget,budget
synth_ord_0631,"[""prod-9"", ""prod-27"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0632,"[""prod-15"", ""prod-26"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0633,"[""prod-15"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0634,"[""prod-36"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0635,"[""prod-50"", ""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0636,"[""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0637,"[""prod-40"", ""prod-43""]",executive_premium,premium
synth_ord_0638,"[""prod-29"", ""prod-13""]",executive_premium,premium
synth_ord_0639,"[""prod-50"", ""prod-45""]",student_budget,budget
synth_ord_0640,"[""prod-46"", ""prod-41""]",executive_premium,premium
synth_ord_0641,"[""prod-34"", ""prod-13""]",mobile_professional,mid-range
synth_ord_0642,"[""prod-15""]",audiophile_creator,premium
synth_ord_0643,"[""prod-14"", ""prod-10""]",student_budget,budget
synth_ord_0644,"[""prod-41""]",student_budget,budget
synth_ord_0645,"[""prod-41""]",student_budget,budget
synth_ord_0646,"[""prod-31"", ""prod-44""]",tech_enthusiast,mid-range
synth_ord_0647,"[""prod-25"", ""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0648,"[""prod-46"", ""prod-45"", ""prod-50"", ""prod-41""]",fitness_pro,mid-range
synth_ord_0649,"[""prod-1"", ""prod-25""]",audiophile_creator,premium
synth_ord_0650,"[""prod-35"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0651,"[""prod-9"", ""prod-19""]",fitness_pro,mid-range
synth_ord_0652,"[""prod-31"", ""prod-9""]",tech_enthusiast,mid-range
synth_ord_0653,"[""prod-14"", ""prod-41""]",audiophile_creator,premium
synth_ord_0654,"[""prod-43"", ""prod-40"", ""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0655,"[""prod-1"", ""prod-25""]",audiophile_creator,premium
synth_ord_0656,"[""prod-35"", ""prod-28""]",audiophile_creator,premium
synth_ord_0657,"[""prod-45""]",student_budget,budget
synth_ord_0658,"[""prod-8"", ""prod-7""]",tech_enthusiast,mid-range
synth_ord_0659,"[""prod-1"", ""prod-6""]",audiophile_creator,premium
synth_ord_0660,"[""prod-46"", ""prod-50""]",student_budget,budget
synth_ord_0661,"[""prod-1"", ""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0662,"[""prod-43"", ""prod-41""]",fitness_pro,mid-range
synth_ord_0663,"[""prod-25"", ""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0664,"[""prod-42"", ""prod-40"", ""prod-43""]",executive_premium,premium
synth_ord_0665,"[""prod-12"", ""prod-5""]",tech_enthusiast,mid-range
synth_ord_0666,"[""prod-1"", ""prod-5""]",audiophile_creator,premium
synth_ord_0667,"[""prod-9"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0668,"[""prod-39"", ""prod-41""]",tech_enthusiast,mid-range
synth_ord_0669,"[""prod-40"", ""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0670,"[""prod-40""]",executive_premium,premium
synth_ord_0671,"[""prod-35"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0672,"[""prod-26"", ""prod-14"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0673,"[""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0674,"[""prod-25""]",audiophile_creator,premium
synth_ord_0675,"[""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0676,"[""prod-40"", ""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0677,"[""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0678,"[""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0679,"[""prod-31"", ""prod-9"", ""prod-44""]",executive_premium,premium
synth_ord_0680,"[""prod-45""]",student_budget,budget
synth_ord_0681,"[""prod-23"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0682,"[""prod-36"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0683,"[""prod-1"", ""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0684,"[""prod-1"", ""prod-25""]",audiophile_creator,premium
synth_ord_0685,"[""prod-16"", ""prod-26"", ""prod-14"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0686,"[""prod-18"", ""prod-38"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0687,"[""prod-9"", ""prod-44""]",tech_enthusiast,mid-range
synth_ord_0688,"[""prod-42"", ""prod-43""]",executive_premium,premium
synth_ord_0689,"[""prod-48"", ""prod-20""]",executive_premium,premium
synth_ord_0690,"[""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0691,"[""prod-5""]",tech_enthusiast,mid-range
synth_ord_0692,"[""prod-40"", ""prod-41""]",executive_premium,premium
synth_ord_0693,"[""prod-46"", ""prod-45"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0694,"[""prod-2"", ""prod-19""]",mobile_professional,mid-range
synth_ord_0695,"[""prod-1"", ""prod-6""]",audiophile_creator,premium
synth_ord_0696,"[""prod-35"", ""prod-38"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0697,"[""prod-23"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0698,"[""prod-16"", ""prod-26""]",mobile_professional,mid-range
synth_ord_0699,"[""prod-13"", ""prod-41""]",tech_enthusiast,mid-range
synth_ord_0700,"[""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0701,"[""prod-36"", ""prod-35""]",tech_enthusiast,mid-range
synth_ord_0702,"[""prod-18"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0703,"[""prod-9"", ""prod-27""]",tech_enthusiast,mid-range
synth_ord_0704,"[""prod-49"", ""prod-11""]",audiophile_creator,premium
synth_ord_0705,"[""prod-43"", ""prod-40"", ""prod-42""]",tech_enthusiast,mid-range
synth_ord_0706,"[""prod-1""]",mobile_professional,mid-range
synth_ord_0707,"[""prod-23"", ""prod-27"", ""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0708,"[""prod-50""]",student_budget,budget
synth_ord_0709,"[""prod-25""]",audiophile_creator,premium
synth_ord_0710,"[""prod-15"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0711,"[""prod-2"", ""prod-19""]",executive_premium,premium
synth_ord_0712,"[""prod-45""]",student_budget,budget
synth_ord_0713,"[""prod-42""]",executive_premium,premium
synth_ord_0714,"[""prod-43"", ""prod-42""]",executive_premium,premium
synth_ord_0715,"[""prod-46"", ""prod-50""]",student_budget,budget
synth_ord_0716,"[""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0717,"[""prod-7""]",audiophile_creator,premium
synth_ord_0718,"[""prod-23"", ""prod-9"", ""prod-27"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0719,"[""prod-35"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0720,"[""prod-40"", ""prod-42"", ""prod-41""]",executive_premium,premium
